year,department,couse_num,course_name,prof_id,prof_fname,prof_lname
2010,CSCI,5454,Design and Analysis of Algorithms,esigsworthh,Emmaline,Sigsworth
2010,CSCI,5673,Distributed Systems,ifredi5,Imogen,Fredi
2010,CSCI,5817,Database Systems,tgranhami,Terrence,Granham
2010,CSCI,5828,Foundations of Software Engineering,fhamorb,Fidela,Hamor
2010,CSCI,5919,Human-Computer Interaction: Survey and Synthesis,ifredi5,Imogen,Fredi
2010,CSCI,6402,Issues and Methods in Cognitive Science,ffernyhoughj,Florette,Fernyhough
2010,CSCI,7772,Topics in Cognitive Science,dblakelockl,Daisey,Blakelock
2009,CSCI,1000,Computer Science as a Field of Work and Study,iantczak9,Ibbie,Antczak
2009,CSCI,1300,Computer Science 1: Programming,phaylesk,Pip,Hayles
2009,CSCI,1300,Computer Science 1: Programming,ffernyhoughj,Florette,Fernyhough
2009,CSCI,2270,Computer Science 2: Data Structures,adummigan2,Alanah,Dummigan
2009,CSCI,2400,Computer Systems,ifredi5,Imogen,Fredi
2009,CSCI,2824,Discrete Structures,esigsworthh,Emmaline,Sigsworth
2009,CSCI,2830,Special Topics in Computer Science,ffernyhoughj,Florette,Fernyhough
2009,CSCI,3104,Algorithms,zanscottd,Zorah,Anscott
2009,CSCI,3155,Principles of Programming Languages,tjeary8,Trina,Jeary
2009,CSCI,3202,Introduction to Artificial Intelligence,tjeary8,Trina,Jeary
2009,CSCI,3287,Database and Information Systems,ffernyhoughj,Florette,Fernyhough
2009,CSCI,3308,Software Engineering Methods and Tools,ifredi5,Imogen,Fredi
2009,CSCI,4229,Computer Graphics,yblaxtong,Yuma,Blaxton
2009,CSCI,4273,Network Systems,rfauning4,Rene,Fauning
2009,CSCI,4308,Software Engineering Project 1,yblaxtong,Yuma,Blaxton
2009,CSCI,4314,Algorithms for Molecular Biology,dblakelockl,Daisey,Blakelock
2009,CSCI,4448,Object-Oriented Analysis and Design,wriordanc,Waverley,Riordan
2009,CSCI,4576,High-Performance Scientific Computing,lnariso,Liz,Naris
2009,CSCI,4809,Computer Animation,tattersollm,Teodora,Attersoll
2009,CSCI,4830,Special Topics in Computer Science,mchazelasa,Mufi,Chazelas
2009,CSCI,4830,Special Topics in Computer Science,jcupitt6,Judas,Cupitt
2009,CSCI,4830,Special Topics in Computer Science,iantczak9,Ibbie,Antczak
2009,CSCI,4839,User-Centered Design,lfullick7,Lester,Fullick
2009,CSCI,5444,Introduction to Theory of Computation,fhamorb,Fidela,Hamor
2009,CSCI,5573,Advanced Operating Systems,iantczak9,Ibbie,Antczak
2009,CSCI,5606,Principles of Numerical Computation,tjeary8,Trina,Jeary
2009,CSCI,5832,Natural Language Processing,yblaxtong,Yuma,Blaxton
2009,CSCI,6000,Introduction to the Computer Science PhD Program,fhamorb,Fidela,Hamor
2009,CSCI,7222,Topics in Nonsymbolic Artificial Intelligence,iantczak9,Ibbie,Antczak
2009,CSCI,7772,Topics in Cognitive Science,ifredi5,Imogen,Fredi
2008,CSCI,1240,The Computational World,wriordanc,Waverley,Riordan
2008,CSCI,1300,Computer Science 1: Programming,ffernyhoughj,Florette,Fernyhough
2008,CSCI,2270,Computer Science 2: Data Structures,atromans1,Ashlen,Tromans
2008,CSCI,2400,Computer Systems,esigsworthh,Emmaline,Sigsworth
2008,CSCI,2824,Discrete Structures,lfullick7,Lester,Fullick
2008,CSCI,3002,Human-Centered Computing Foundations,ependlebury3,Earlie,Pendlebury
2008,CSCI,3104,Algorithms,ifredi5,Imogen,Fredi
2008,CSCI,3155,Principles of Programming Languages,mchazelasa,Mufi,Chazelas
2008,CSCI,3434,Theory of Computation,bfealtye,Batsheva,Fealty
2008,CSCI,3656,Numerical Computation,jcupitt6,Judas,Cupitt
2008,CSCI,3753,Operating Systems,rfauning4,Rene,Fauning
2008,CSCI,4239,Advanced Computer Graphics,phaylesk,Pip,Hayles
2008,CSCI,4318,Software Engineering Project 2,tattersollm,Teodora,Attersoll
2008,CSCI,4446,Chaotic Dynamics,adummigan2,Alanah,Dummigan
2008,CSCI,4502,Data Mining,tgranhami,Terrence,Granham
2008,CSCI,4753,Computer Performance Modeling,ffernyhoughj,Florette,Fernyhough
2008,CSCI,4830,Special Topics in Computer Science,rfauning4,Rene,Fauning
2008,CSCI,4830,Special Topics in Computer Science,mchazelasa,Mufi,Chazelas
2008,CSCI,4830,Special Topics in Computer Science,wriordanc,Waverley,Riordan
2008,CSCI,4830,Special Topics in Computer Science,phaylesk,Pip,Hayles
2008,CSCI,4830,Special Topics in Computer Science,ffernyhoughj,Florette,Fernyhough
2008,CSCI,5454,Design and Analysis of Algorithms,atromans1,Ashlen,Tromans
2008,CSCI,5817,Database Systems,ependlebury3,Earlie,Pendlebury
2008,CSCI,6268,Foundations of Computer and Network Security,yblaxtong,Yuma,Blaxton
2008,CSCI,6402,Issues and Methods in Cognitive Science,llytellf,Lesly,Lytell
2008,CSCI,7000,Current Topics in Computer Science,ependlebury3,Earlie,Pendlebury
2008,CSCI,7772,Topics in Cognitive Science,ependlebury3,Earlie,Pendlebury
2007,CSCI,1000,Computer Science as a Field of Work and Study,fhamorb,Fidela,Hamor
2007,CSCI,1300,Computer Science 1: Starting Computing,bfealtye,Batsheva,Fealty
2007,CSCI,1300,Computer Science 1: Starting Computing,zanscottd,Zorah,Anscott
2007,CSCI,2270,Computer Science 2: Data Structures,bfealtye,Batsheva,Fealty
2007,CSCI,2270,Computer Science 2: Data Structures,iantczak9,Ibbie,Antczak
2007,CSCI,2400,Computer Systems,ependlebury3,Earlie,Pendlebury
2007,CSCI,2820,Linear Algebra with Computer Science Applications,mchazelasa,Mufi,Chazelas
2007,CSCI,2824,Discrete Structures,fhamorb,Fidela,Hamor
2007,CSCI,3104,Algorithms,rfauning4,Rene,Fauning
2007,CSCI,3112,Human-Centered Computing Professional Development,tjeary8,Trina,Jeary
2007,CSCI,3155,Principles of Programming Languages,atromans1,Ashlen,Tromans
2007,CSCI,3202,Introduction to Artificial Intelligence,dblakelockl,Daisey,Blakelock
2007,CSCI,3287,Database and Information Systems,ggounyn,Gerri,Gouny
2007,CSCI,3302,Introduction to Robotics,yblaxtong,Yuma,Blaxton
2007,CSCI,3308,Software Engineering Methods and Tools,fhamorb,Fidela,Hamor
2007,CSCI,4113,Unix System Administration,ggounyn,Gerri,Gouny
2007,CSCI,4229,Computer Graphics,esigsworthh,Emmaline,Sigsworth
2007,CSCI,4273,Network Systems,yblaxtong,Yuma,Blaxton
2007,CSCI,4308,Software Engineering Project 1,ifredi5,Imogen,Fredi
2007,CSCI,4314,Algorithms for Molecular Biology,tjeary8,Trina,Jeary
2007,CSCI,4576,High-Performance Scientific Computing,lnariso,Liz,Naris
2007,CSCI,4809,Computer Animation,mchazelasa,Mufi,Chazelas
2007,CSCI,4830,Special Topics in Computer Science,atromans1,Ashlen,Tromans
2007,CSCI,4830,Special Topics in Computer Science,iantczak9,Ibbie,Antczak
2007,CSCI,5352,Network Analysis and Modeling,zanscottd,Zorah,Anscott
2007,CSCI,5444,Introduction to Theory of Computation,lnariso,Liz,Naris
2007,CSCI,5535,Fundamental Concepts of Programming Languages,tgranhami,Terrence,Granham
2007,CSCI,5606,Principles of Numerical Computation,bfealtye,Batsheva,Fealty
2007,CSCI,5654,Linear Programming,jcupitt6,Judas,Cupitt
2007,CSCI,5673,Distributed Systems,wriordanc,Waverley,Riordan
2007,CSCI,5832,Natural Language Processing,ffernyhoughj,Florette,Fernyhough
2007,CSCI,5919,HCC Survey and Synthesis: Foundations and Trajectories,adummigan2,Alanah,Dummigan
2007,CSCI,6000,Introduction to the Computer Science PhD Program,yblaxtong,Yuma,Blaxton
2007,CSCI,7222,Topics in Nonsymbolic Artificial Intelligence,esigsworthh,Emmaline,Sigsworth
2007,CSCI,7772,Topics in Cognitive Science,tjeary8,Trina,Jeary
2006,CSCI,1300,Computer Science 1: Programming,lnariso,Liz,Naris
2006,CSCI,2270,Computer Science 2: Data Structures,lfullick7,Lester,Fullick
2006,CSCI,2400,Computer Systems,mchazelasa,Mufi,Chazelas
2006,CSCI,2824,Discrete Structures,lnariso,Liz,Naris
2006,CSCI,3002,HCC Foundations/User-Centered Design and Development 1,ifredi5,Imogen,Fredi
2006,CSCI,3104,Algorithms,lfullick7,Lester,Fullick
2006,CSCI,3112,Human-Centered Computing Professional Development,lnariso,Liz,Naris
2006,CSCI,3155,Principles of Programming Languages,mchazelasa,Mufi,Chazelas
2006,CSCI,3308,SoftwareDevelopment Methods and Tools,bfealtye,Batsheva,Fealty
2006,CSCI,3434,Theory of Computation,tattersollm,Teodora,Attersoll
2006,CSCI,3656,Numerical Computation,dblakelockl,Daisey,Blakelock
2006,CSCI,3753,Operating Systems,nscollan0,Nicky,Scollan
2006,CSCI,4239,Advanced Computer Graphics,yblaxtong,Yuma,Blaxton
2006,CSCI,4318,Software Engineering Project 2,tjeary8,Trina,Jeary
2006,CSCI,4448,Object-Oriented Analysis and Design,iantczak9,Ibbie,Antczak
2006,CSCI,4830,Special Topics in Computer Science,ifredi5,Imogen,Fredi
2006,CSCI,4830,Special Topics in Computer Science,bfealtye,Batsheva,Fealty
2006,CSCI,4830,Special Topics in Computer Science,tgranhami,Terrence,Granham
2006,CSCI,4830,Special Topics in Computer Science,yblaxtong,Yuma,Blaxton
2006,CSCI,4830,Special Topics in Computer Science,dblakelockl,Daisey,Blakelock
2006,CSCI,5454,Design and Analysis of Algorithms,ffernyhoughj,Florette,Fernyhough
2006,CSCI,5622,Machine Learning,tjeary8,Trina,Jeary
2006,CSCI,5817,Database Systems,llytellf,Lesly,Lytell
2006,CSCI,6402,Issues and Methods in Cognitive Science,lfullick7,Lester,Fullick
2006,CSCI,6454,Advanced Algorithms,phaylesk,Pip,Hayles
2006,CSCI,7772,Topics in Cognitive Science,ggounyn,Gerri,Gouny
